0,078585462;0,111111111
0,326196155;0,213903498
0,596683084;0,320998684
0,867170014;0,437406496
1,125362083;0,549157995
1,380480437;0,646940557
1,61100907;0,754035744
1,816947983;0,893725118
2,010592034;1,014789243
2,188867511;1,140509679
2,333332121;1,266230116
2,456280725;1,396606865
2,566934469;1,517670989
2,659145922;1,610797239
2,86201112;1,862238112
2,954222573;2,001927486
3,052581456;2,155585798
3,15708777;2,30924411
3,258520369;2,476871359
3,363026682;2,66778017
3,464459281;2,849376356
3,568965595;3,04494148
3,673471908;3,263788166
3,787199367;3,487291165
3,900926826;3,729419413
4,014654285;3,990172912
